date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:58:06	48827/48827	---M--	200	added ('OK')	text/html	etag:%22bebb-5f8bde8d5d98e%22	https://demo.templatesjungle.com/ministore/	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/index.html	(from )
20:58:07	789/789	---M--	404	error ('Not%20Found')	text/html	etag:%22315-5d6ba1098f13e;613ed0ef98950	https://demo.templatesjungle.com/robots.txt		(from )
20:58:08	18065/18065	---M-Z	200	added ('OK')	text/css	etag:W/%224691-p8Uo3JAYru/tmlIzcWjeyyIOL2E%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	C:/Users/jonku/Desktop/Final2/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.css	(from https://demo.templatesjungle.com/ministore/)
20:58:08	163873/163873	---M--	200	added ('OK')	text/css	etag:%2228021-5f8bdead1cb3f%22	https://demo.templatesjungle.com/ministore/css/bootstrap.min.css	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/css/bootstrap.min.css	(from https://demo.templatesjungle.com/ministore/)
20:58:09	22154/22154	---M--	200	added ('OK')	text/css	etag:%22568a-5f8bde8a7c52b%22	https://demo.templatesjungle.com/ministore/style.css	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/style.css	(from https://demo.templatesjungle.com/ministore/)
20:58:09	15414/15414	---M--	200	added ('OK')	text/javascript	etag:%223c36-5f8bdec6474ee%22	https://demo.templatesjungle.com/ministore/js/modernizr.js	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/js/modernizr.js	(from https://demo.templatesjungle.com/ministore/)
20:58:10	2302/2302	---M--	200	added ('OK')	image/png	etag:%228fe-5f8bde94a4503%22	https://demo.templatesjungle.com/ministore/images/main-logo.png	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/main-logo.png	(from https://demo.templatesjungle.com/ministore/)
20:58:10	34850/34850	---M--	200	added ('OK')	text/html	etag:%228822-5f8bde8c9a4af%22	https://demo.templatesjungle.com/ministore/about.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/about.html	(from https://demo.templatesjungle.com/ministore/)
20:58:10	48827/48827	---M--	200	added ('OK')	text/html	etag:%22bebb-5f8bde8d5d98e%22	https://demo.templatesjungle.com/ministore/index.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/index-2.html	(from https://demo.templatesjungle.com/ministore/)
20:58:10	36017/36017	---M--	200	added ('OK')	text/html	etag:%228cb1-5f8bde8cd9c44%22	https://demo.templatesjungle.com/ministore/blog.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/blog.html	(from https://demo.templatesjungle.com/ministore/)
20:58:11	38872/38872	---M--	200	added ('OK')	text/html	etag:%2297d8-5f8bde89f60d1%22	https://demo.templatesjungle.com/ministore/shop.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/shop.html	(from https://demo.templatesjungle.com/ministore/)
20:58:14	29752/29752	---M--	200	added ('OK')	text/html	etag:%227438-5f8bde8c49bad%22	https://demo.templatesjungle.com/ministore/cart.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/cart.html	(from https://demo.templatesjungle.com/ministore/)
20:58:20	41308/41308	---M--	200	added ('OK')	text/html	etag:%22a15c-5f8bde8b8b4ed%22	https://demo.templatesjungle.com/ministore/single-product.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/single-product.html	(from https://demo.templatesjungle.com/ministore/)
20:58:20	32951/32951	---M--	200	added ('OK')	text/html	etag:%2280b7-5f8bde8b49648%22	https://demo.templatesjungle.com/ministore/contact.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/contact.html	(from https://demo.templatesjungle.com/ministore/)
20:58:22	72214/72214	---M--	200	added ('OK')	image/jpeg	etag:%2211a16-5f8bde9daeabb%22	https://demo.templatesjungle.com/ministore/images/product-item1.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item1.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:22	339508/339508	---M--	200	added ('OK')	image/png	etag:%2252e34-5f8bde9179ccc%22	https://demo.templatesjungle.com/ministore/images/banner-image.png	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/banner-image.png	(from https://demo.templatesjungle.com/ministore/)
20:58:24	74332/74332	---M--	200	added ('OK')	image/jpeg	etag:%221225c-5f8bde9e9deb3%22	https://demo.templatesjungle.com/ministore/images/product-item2.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item2.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:24	96433/96433	---M--	200	added ('OK')	image/jpeg	etag:%22178b1-5f8bde9ec4fac%22	https://demo.templatesjungle.com/ministore/images/product-item3.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item3.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:25	78310/78310	---M--	200	added ('OK')	image/jpeg	etag:%22131e6-5f8bde9f3c9a8%22	https://demo.templatesjungle.com/ministore/images/product-item5.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item5.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:25	56366/56366	---M--	200	added ('OK')	image/jpeg	etag:%22dc2e-5f8bde9f1cddd%22	https://demo.templatesjungle.com/ministore/images/product-item4.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item4.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:26	56802/56802	---M--	200	added ('OK')	image/jpeg	etag:%22dde2-5f8bdea030bbf%22	https://demo.templatesjungle.com/ministore/images/product-item6.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item6.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:26	65252/65252	---M--	200	added ('OK')	image/jpeg	etag:%22fee4-5f8bdea057cb8%22	https://demo.templatesjungle.com/ministore/images/product-item7.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item7.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:30	53246/53246	---M--	200	added ('OK')	image/jpeg	etag:%22cffe-5f8bdea0bbe37%22	https://demo.templatesjungle.com/ministore/images/product-item8.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item8.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:31	58083/58083	---M--	200	added ('OK')	image/jpeg	etag:%22e2e3-5f8bdea0ca895%22	https://demo.templatesjungle.com/ministore/images/product-item9.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item9.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:32	37921/37921	---M--	200	added ('OK')	image/jpeg	etag:%229421-5f8bde9d8eef1%22	https://demo.templatesjungle.com/ministore/images/product-item10.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/product-item10.jpg	(from https://demo.templatesjungle.com/ministore/)
20:58:48	407389/407389	---M--	200	added ('OK')	image/png	etag:%226375d-5f8bdea3bf575%22	https://demo.templatesjungle.com/ministore/images/single-image1.png	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/single-image1.png	(from https://demo.templatesjungle.com/ministore/)
20:59:01	148866/148866	---M--	200	added ('OK')	image/jpeg	etag:%2224582-5f8bde9717ba9%22	https://demo.templatesjungle.com/ministore/images/post-item1.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/post-item1.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:11	29762/29762	---M--	200	added ('OK')	text/html	etag:%227442-5f8bde8bd21b1%22	https://demo.templatesjungle.com/ministore/checkout.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/checkout.html	(from https://demo.templatesjungle.com/ministore/)
20:59:12	40244/40244	---M--	200	added ('OK')	text/html	etag:%229d34-5f8bde8afdb65%22	https://demo.templatesjungle.com/ministore/single-post.html	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/single-post.html	(from https://demo.templatesjungle.com/ministore/)
20:59:14	146873/146873	---M--	200	added ('OK')	image/jpeg	etag:%2223db9-5f8bde9344c3e%22	https://demo.templatesjungle.com/ministore/images/insta-item1.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/insta-item1.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:20	119256/119256	---M--	200	added ('OK')	image/jpeg	etag:%221d1d8-5f8bde939a360%22	https://demo.templatesjungle.com/ministore/images/insta-item2.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/insta-item2.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:20	615029/615029	---M--	200	added ('OK')	image/jpeg	etag:%2296275-5f8bde983f207%22	https://demo.templatesjungle.com/ministore/images/post-item2.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/post-item2.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:20	184289/184289	---M--	200	added ('OK')	image/jpeg	etag:%222cfe1-5f8bde93bc63a%22	https://demo.templatesjungle.com/ministore/images/insta-item3.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/insta-item3.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:22	699/699	---M--	200	added ('OK')	image/png	etag:%222bb-5f8bde91d902c%22	https://demo.templatesjungle.com/ministore/images/dhl.png	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/dhl.png	(from https://demo.templatesjungle.com/ministore/)
20:59:22	875/875	---M--	200	added ('OK')	image/png	etag:%2236b-5f8bdea1d7147%22	https://demo.templatesjungle.com/ministore/images/shippingcard.png	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/shippingcard.png	(from https://demo.templatesjungle.com/ministore/)
20:59:23	67740/67740	---M--	200	added ('OK')	image/jpeg	etag:%221089c-5f8bde94d794a%22	https://demo.templatesjungle.com/ministore/images/insta-item5.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/insta-item5.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:23	1296/1296	---M--	200	added ('OK')	image/jpeg	etag:%22510-5f8bdea465599%22	https://demo.templatesjungle.com/ministore/images/visa.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/visa.jpg	(from https://demo.templatesjungle.com/ministore/)
20:59:24	1567/1567	---M--	200	added ('OK')	image/jpeg	etag:%2261f-5f8bde94c8eed%22	https://demo.templatesjungle.com/ministore/images/mastercard.jpg	C:/Users/jonku/Desktop/Final2/demo.templatesjungle.com/ministore/images/mastercard.jpg	(from https://demo.templatesjungle.com/ministore/)
